make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date,age
Mazda 6,2003,4800,механика,золотистый,универсал,2.0,дизель,руль слева,345 000 км,Бишкек,https://www.mashina.kg/details/mazda-6-64569e87d09cb246607814,05_07_2023,20
Kia K5 I Седан,2011,11500,автомат,белый,седан,2.0,бензин,руль слева,243 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6456974f7c200985203268,05_07_2023,12
Honda Stream,2003,5500,автомат,черный,компактвэн,2.0,бензин,руль справа,290 000 км,Бишкек,https://www.mashina.kg/details/honda-stream-6456951ed9288054364060,05_07_2023,20
Subaru Outback,2004,9000,автомат,белый,универсал,2.5,бензин,руль справа,315 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-645617025b8ff529071426,05_07_2023,19
Toyota Voxy,2005,8900,вариатор,черный,компактвэн,2.0,бензин,руль справа,230 000 км,Бишкек,https://www.mashina.kg/details/toyota-voxy-645614423b284443476346,05_07_2023,18
Toyota RAV4,2014,15800,автомат,черный,внедорожник 5 дв.,2.5,бензин,руль слева,131 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-64562ed8bdd19942452009,05_07_2023,9
Toyota Camry,2016,19800,вариатор,серебристый,седан,2.5,гибрид,руль слева,123 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-645691b0a7e62995585464,05_07_2023,7
BMW 5 серии,2007,11500,автомат,хамелеон,седан,3.0,бензин,руль слева,257 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-6456689f65ee1940037782,05_07_2023,16
Subaru Legacy,2016,15500,вариатор,белый,седан,2.5,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64568e003b761187680128,05_07_2023,7
Kia Optima,2017,19400,автомат,белый,седан,2.0,бензин,руль слева,73 000 км,Бишкек,https://www.mashina.kg/details/kia-optima-64567c3bf2923372876388,05_07_2023,6
Toyota Venza,2010,16000,автомат,хамелеон,внедорожник 5 дв.,2.7,бензин,руль слева,160 000 км,Бишкек,https://www.mashina.kg/details/toyota-venza-64568bd78e00b503891877,05_07_2023,13
Toyota Allion,2003,7650,автомат,серебристый,седан,1.5,бензин,руль справа,269 000 км,Бишкек,https://www.mashina.kg/details/toyota-allion-64568b8c7a1f1669116919,05_07_2023,20
Hyundai Sonata,2018,16200,автомат,белый,седан,2.0,газ,руль слева,177 680 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64568b73b13f2362739031,05_07_2023,5
Honda Mobilio Spike,2003,4694,вариатор,белый,компактвэн,1.5,бензин,руль справа,270 000 км,Бишкек,https://www.mashina.kg/details/honda-mobilio-spike-645687679bd75098150342,05_07_2023,20
Kia K7,2011,12500,автомат,белый,седан,3.0,бензин / газ,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/kia-k7-6456865c4b016811006753,05_07_2023,12
Toyota Prius,2017,15800,вариатор,черный,хэтчбек 5 дв.,1.8,гибрид,руль слева,78 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-645686391b195064175835,05_07_2023,6
Toyota Camry,2004,10000,автомат,серебристый,седан,2.4,бензин,руль слева,270 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6456851a106fc268320773,05_07_2023,19
Hyundai Santa Fe,2016,20000,автомат,белый,внедорожник 5 дв.,3.3,бензин,руль слева,100 000 км,Бишкек,https://www.mashina.kg/details/hyundai-santa-fe-64568397db548193234585,05_07_2023,7
Toyota Camry,2013,14500,автомат,голубой,седан,2.5,бензин,руль слева,85 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6456817097637472028334,05_07_2023,10
Toyota Camry,2003,8200,автомат,черный,седан,2.4,бензин,руль слева,222 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6456978651f87303791125,05_07_2023,20
Kia K5 II Седан,2016,12500,автомат,серебристый,седан,2.0,газ,руль слева,181 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64575d2e66d1e627074530,05_07_2023,7
Subaru Forester,2009,12800,автомат,белый,внедорожник 5 дв.,2.5,бензин,руль слева,163 200 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64575ce5522a0067350719,05_07_2023,14
Subaru Legacy,2005,6700,автомат,черный,седан,2.0,бензин,руль справа,200 000 км,Бишкек,https://www.mashina.kg/details/subaru-legacy-64575cb888ca5413438180,05_07_2023,18
Toyota Prius,2004,9500,автомат,черный,хэтчбек 5 дв.,1.5,гибрид,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-645744e9cd592013877130,05_07_2023,19
Mercedes-Benz Vito,2006,11400,механика,белый,минивэн,2.1,дизель,руль слева,353 500 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-vito-64575a3a44c47570476424,05_07_2023,17
Honda Inspire,2004,8200,автомат,белый,седан,3.0,бензин,руль справа,270 000 км,Бишкек,https://www.mashina.kg/details/honda-inspire-64575944ccdb6498723614,05_07_2023,19
Hyundai Sonata,2015,12500,автомат,серебристый,седан,2.0,газ,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6457574866d00215895360,05_07_2023,8
Kia Sportage,2016,17500,автомат,черный,внедорожник 5 дв.,2.0,дизель,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/kia-sportage-64574e8c76e16695344304,05_07_2023,7
Kia Optima,2017,16000,автомат,бордовый,седан,2.4,бензин,руль слева,88 000 км,Бишкек,https://www.mashina.kg/details/kia-optima-6457572c92269686026323,05_07_2023,6
Honda Stepwgn,2005,10300,автомат,белый,минивэн,2.0,бензин,руль справа,250 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-645756ef82da5568332065,05_07_2023,18
Honda Civic,2008,8200,вариатор,серый,седан,1.3,гибрид,руль слева,156 000 км,Бишкек,https://www.mashina.kg/details/honda-civic-645756756adf7450858460,05_07_2023,15
Toyota Camry,2005,10500,автомат,черный,седан,2.4,бензин,руль слева,316 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64575603e6a8e406988152,05_07_2023,18
Hyundai Getz,2006,4900,автомат,серебристый,хэтчбек 5 дв.,1.4,бензин,руль слева,213 000 км,Бишкек,https://www.mashina.kg/details/hyundai-getz-645755ea9e230821268632,05_07_2023,17
Subaru Outback,2004,8300,автомат,серебристый,универсал,2.5,бензин,руль справа,400 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-645755af60d1c965789400,05_07_2023,19
Subaru Forester,2004,7100,автомат,бордовый,универсал,2.0,бензин,руль справа,179 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-645755625c2fa995346158,05_07_2023,19
Lexus RX,2004,13700,автомат,серебристый,внедорожник 5 дв.,3.3,бензин,руль слева,260 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-645754ff09620334810348,05_07_2023,19
Daewoo Lacetti,2009,6200,автомат,белый,седан,1.8,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/daewoo-lacetti-645604e8898c2455145560,05_07_2023,14
Honda CR-V,2008,12700,автомат,черный,внедорожник 5 дв.,2.0,бензин,руль слева,168 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-645754dae5791493055530,05_07_2023,15
Toyota Yaris,2003,5200,автомат,серый,хэтчбек 5 дв.,1.0,бензин,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/toyota-yaris-645544fe58329115485552,05_07_2023,20
Honda Elysion,2004,10000,автомат,серебристый,минивэн,3.0,бензин,руль справа,175 000 км,Бишкек,https://www.mashina.kg/details/honda-elysion-64573ac27352e773006337,05_07_2023,19
Toyota Camry,2016,14500,автомат,серебристый,седан,2.5,бензин,руль слева,72 500 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64573a3dc985d045307901,05_07_2023,7
Toyota Camry,2019,17700,вариатор,серый,седан,2.5,гибрид,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64564294ca416944684856,05_07_2023,4
Subaru Forester,2019,16300,вариатор,белый,внедорожник 5 дв.,2.5,бензин,руль слева,17 150 км,Бишкек,https://www.mashina.kg/details/subaru-forester-6455e7abe7494680514439,05_07_2023,4
Mercedes-Benz A-Класс,2004,4000,автомат,зеленый,хэтчбек 5 дв.,1.6,бензин,руль слева,220 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-a-klass-645670217cd07149722526,05_07_2023,19
Lexus RX,2008,18500,автомат,серебристый,внедорожник 5 дв.,3.5,бензин,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-6455e7deaa2b4316849814,05_07_2023,15
Honda Accord,2003,7777,автомат,серебристый,седан,3.0,бензин,руль слева,249 000 км,Бишкек,https://www.mashina.kg/details/honda-accord-64573938d2e2b438804665,05_07_2023,20
Honda Elysion,2005,12300,автомат,белый,минивэн,3.0,бензин,руль справа,260 000 км,Бишкек,https://www.mashina.kg/details/honda-elysion-645738abb9d83516226716,05_07_2023,18
Lexus IS,2008,12500,автомат,серебристый,седан,2.5,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/lexus-is-64573802db90a800354377,05_07_2023,15
Honda Inspire,2005,8500,автомат,серебристый,седан,3.0,бензин,руль справа,300 000 км,Бишкек,https://www.mashina.kg/details/honda-inspire-6457372db5bce134346063,05_07_2023,18
Hyundai Sonata,2016,14600,автомат,черный,седан,2.0,газ,руль слева,113 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64573719223d7062776494,05_07_2023,7
Nissan X-Trail,2004,7700,автомат,белый,внедорожник 5 дв.,2.0,бензин,руль справа,238 000 км,Бишкек,https://www.mashina.kg/details/nissan-x-trail-64573718b9671620487100,05_07_2023,19
Honda Civic,2008,7900,вариатор,черный,седан,1.3,гибрид,руль слева,22 000 км,Бишкек,https://www.mashina.kg/details/honda-civic-645736e6ee335199731772,05_07_2023,15
Toyota Camry,2005,11500,автомат,черный,седан,3.0,бензин,руль слева,268 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6455d8c9d3034501726677,05_07_2023,18
Toyota Wish,2003,7999,автомат,белый,компактвэн,1.8,бензин,руль справа,194 000 км,Бишкек,https://www.mashina.kg/details/toyota-wish-645736d28bd7b735141775,05_07_2023,20
Hyundai Sonata,2018,15700,автомат,черный,седан,2.0,газ,руль слева,133 700 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6455f3e852843236450183,05_07_2023,5
Chevrolet Cruze,2016,10800,автомат,серый,седан,1.4,бензин,руль слева,103 600 км,Бишкек,https://www.mashina.kg/details/chevrolet-cruze-6457363349c54198873372,05_07_2023,7
Toyota Camry,2012,18700,автомат,серебристый,седан,2.5,бензин,руль слева,174 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64568a61c8f2f663143791,05_07_2023,11
Kia Morning,2015,7700,автомат,серый,хэтчбек 5 дв.,1.0,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-645735e90e771686156850,05_07_2023,8
Hyundai Sonata,2016,12000,автомат,серебристый,седан,2.0,газ,руль слева,116 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64560e79e9d35567037913,05_07_2023,7
Kia K7,2016,18000,автомат,серебристый,седан,3.0,газ,руль слева,16 600 км,Бишкек,https://www.mashina.kg/details/kia-k7-64571fceb5b76450501823,05_07_2023,7
Ravon Nexia R3,2017,6869,механика,белый,седан,1.5,бензин,руль слева,210 000 км,Бишкек,https://www.mashina.kg/details/ravon-nexia-r3-64571fbfdaeee769667174,05_07_2023,6
Honda HR-V,2019,19500,вариатор,белый,внедорожник 5 дв.,1.8,бензин,руль слева,14 000 км,Бишкек,https://www.mashina.kg/details/honda-hr-v-64571e946a0af109692029,05_07_2023,4
Toyota Camry,2006,11500,автомат,серебристый,седан,3.5,бензин,руль слева,290 177 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6456274e2ce5f141966496,05_07_2023,17
Kia K5 II Седан,2017,14700,автомат,белый,седан,2.0,газ,руль слева,123 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64562c2b492a5835144294,05_07_2023,6
Subaru Forester,2005,8000,автомат,серебристый,универсал,2.0,бензин,руль справа,198 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64571c6347b0d822080124,05_07_2023,18
Honda Jazz,2007,8500,вариатор,черный,хэтчбек 5 дв.,1.3,бензин,руль слева,19 000 км,Бишкек,https://www.mashina.kg/details/honda-jazz-64567cc836c6f692111941,05_07_2023,16
Hyundai Solaris,2013,5266,механика,серый,седан,1.4,бензин,руль слева,123 459 км,Бишкек,https://www.mashina.kg/details/hyundai-solaris-6455641aa6ddf815739598,05_07_2023,10
